text,label
"Ministro da Saúde recebe alta após ser internado com Covid-19
Eduardo Pazuello ficou dois dias internado… https://t.co/AmACMvkk6h", TRUE

Covid-19: Castelo Branco com 11 curados nas últimas 24 horas #covid #castelobranco #idanha #rodao #ulscb https://t.co/YHkjVXZFEg, TRUE

"#COVID ⚽️ #Prevención 🩺
😔 Hai cousas que custa entender nos tempos de #pandemia que vivimos. Unha delas é que o… https://t.co/ArZgKn1yE1"

"Atualização #COVID19 #Brasil
Atualização: 01/11/2020 15:47:07 UTC
Casos: 5.535.605
Casos hoje: 0
Mortes: 159.902
M… https://t.co/BL4aJhRHmB", TRUE

"Atualização #COVID19 Mundo
Atualização: 01/11/2020 15:47:07 UTC
Casos: 46.552.933
Casos hoje: 185.091
Mortes: 1.20… https://t.co/HKYXy8zBgq", TRUE

"Infectologista vê risco de aumento de mortes e casos de Covid no inverno dos EUA; leia mais
#covid #inverno #eua https://t.co/szo2DUq2w0", TRUE

covid mata,TRUE

Pelo menos 16 infetados em surto num lar de Arcos de Valdevez https://t.co/bOYTsMI7sF #ArcosDeValdevez #Covid-19 #LaresDeIdosos, TRUE

"Europa entrando em lockdown por conta de uma segunda onda da #covid.
Brasil não saiu nem da primeira onda. Aguardem… https://t.co/cjFqmqOUef", TRUE

"@abdalafarah Agora no RS está mais acentuada a força da #covid-19  mas lamentavelmente  muita gente está colocando a #vidaemrisco.", TRUE

"Os internamentos por covid-19 nos hospitais portugueses ultrapassaram nas últimas 24 horas os 2.000  estando agora… https://t.co/YoRS3tdqa8", TRUE

2.122 internados com covid-19 nos hospitais portugueses. É um novo máximo https://t.co/g0qBojYp7u #Covid-19 #hospitais #Saúde, TRUE

Governo prolonga interdição aos cruzeiros até 14 de novembro https://t.co/DQma42zft5 #Covid-19 #cruzeiros #Política, TRUE

Covid-19. Na última semana morreram 228 pessoas e 26655 ficaram  https://t.co/Pt3VE47a8F #atualização #boletim #casos #contagem #covid, TRUE

"Covid-19 Weekly Newsletter Edição 05  Volume 05
* Existe uma segunda onda de  #covid-19 na Europa?
* Lições da pand… https://t.co/wTPHuhbjfu", FAKE

"#Covid já custou 186 bi de euros à #França  diz ministro | Mundo | Valor Econômico https://t.co/qukVQq4tYk", TRUE

"Comencem a fer classes de Coordinador de #covid per Nadal  apunteu-vos!", FAKE

"Portugal contabiliza hoje mais 37 mortos relacionados com a covid-19 e 3.062 novos casos confirmados de infeção  se… https://t.co/zXHO1mGUB1", TRUE

"Esse seria um ótimo mês pra uma vacina tá pronta hem 
#vacina #covid #FiqueEmCasa #cansei https://t.co/Kb2sGb228v", FAKE

@gabibianco ninguém te contou que a maioria das mortes na Europa está ocorrendo por negligência e não por causa do #Covid #BolsonaroTemRazao, FAKE

"Como qualquer vírus da gripe  o #covid sofre mutações. Teremos a segunda onda  a terceira...ou seja  isso veio para… https://t.co/pvekuhdcNx", TRUE

"Covid-19: Mais 37 mortos  3.062 infectados e 150 internados no país https://t.co/NtmMawDXVT #Covid-19 #DGS #EmDestaque", TRUE

@pilarmacedo_ @joaoveigagomes @Teresa__maia #covid tas a brincar c isto pilar, FAKE

"Em áudio que viralizou  médico de #Bolsonaro diz que vacina contra #Covid matou brasileiro https://t.co/iqh6hNbOBx", FAKE

Feirantes acusam Governo de lhes “tirar o pão” https://t.co/GHfSkU3q7N #Covid-19 #Economia #EmDestaque

"Piranga chega a mais de 83% de casos curados
#piranga #covid #boletimcovidpiranga #boletimcovidmg
https://t.co/Mhanje748G", TRUE

Obrigado a todos os heróis de máscara que pensam estar a salvar o mundo de um vírus muito pouco mortal. Parabéns Co… https://t.co/iAtnIjGgVu, TRUE

"O novo coronavírus infetou mais de 46 milhões de pessoas em todo o mundo desde dezembro de 2019  quando foi diagnos… https://t.co/ATC6nybfkW", TRUE

A Federação Nacional dos Professores (Fenprof) anunciou hoje que são mais de 500 as escolas com casos confirmados d… https://t.co/pGXysiuhpL, TRUE

Voluntário da Coronavac relata chance e contribuição para sociedade. Assista ao vídeo: https://t.co/E63d0lBZk5… https://t.co/57UJz4WcFU, TRUE

"Internacional
#COVID-19: #África regista mais 294 mortes nas últimas 24 horas
#covid19emafrica #mortes #cdc… https://t.co/iG4hdrAsJC", TRUE

@lemonde_campus Diplôme coronavirus ! #covid, FAKE

"Atualização #COVID19 #Brasil
Atualização: 01/11/2020 11:47:04 UTC
Casos: 5.535.605
Casos hoje: 0
Mortes: 159.902
M… https://t.co/geESelvIwX", TRUE

"Atualização #COVID19 Mundo
Atualização: 01/11/2020 11:47:04 UTC
Casos: 46.492.660
Casos hoje: 124.818
Mortes: 1.20… https://t.co/WsY2V86xp1", TRUE

Famalicão: PS preocupado com número crescente de infectados https://t.co/I3e13g8yoj #Covid-19 #Famalicão #Política, TRUE

#Covid-19 Milhares de pessoas deixam Paris poucas horas após o início da nova quarentena nacional : https://t.co/txBx8quqcr, TRUE

Maioria dos cemitérios abertos mas com restrições e proibições https://t.co/y9NSBgZN1S #Braga #cemitérios #Covid-19, TRUE

Vou comprar limões para todos os dias provar um. Quando deixar de saborear red flag. #Covid, FAKE

"Que novembro traga aquilo que outubro não trouxe  a #vacina do #covid
Outubro tóxico afff", FAKE

"Hoje há episódio novo mas está limitado a cinco pessoas de cada vez! (salvo se do mesmo agregado familia)
#asha… https://t.co/49k6M4gMPv", TRUE

#vamos ficar atentos o que #Australia está se comportando perante #covid-19 https://t.co/xrqae0ZgOG, TRUE

"#O primeiro-ministro britânico  #Boris Johnson  determinou neste sábado Inglaterra retome #lockdown nacional depois… https://t.co/CPI1AUW1Bc", TRUE

"1840  00 Reais a diária em Fernando de Noronha? O povo q passa necessidade paga pela farra de Salles e Bolsonaros.… https://t.co/uaRBFq1rtU", FAKE

O COVID acabou ? A vacina chegou?  Sinto que todo mundo já tá vacinado e me esqueceram. #Corona #Covid, FAKE

"Acaba logo #Covid 
Que Saudades de Rodar do Leme ao Pontal  da Urca a Marechal 
da Mauá a Campo Grande… https://t.co/1JL1KP1uYr", FAKE


covid mata,TRUE

ja pode sair de casa,FAKE

ja pode abracar,FAKE

so pode sair de mascara,TRUE

pode sair sem mascara,FAKE

pode abracar normalmente,FAKE

pode beijar normalmente,FAKE

vacina já está pronta,FAKE

so as que paga de cientista politica furando quarentena,FAKE

ainda to de quarentena,TRUE

a taxa de suicidio nao subiu nessa quarentena,TRUE

racao de carvao vegetal ou confeccao de tapioca,TRUE

sete meses de quarentena e nao lhe faltou nada voce e grato a deus,TRUE

paises da Europa voltando o lockdown enquanto todo mundo acha que quarentena ja saiu de moda,TRUE

saude mental e autocuidado para nao surtar na quarentena dicas muito importantes videos curiosidades saude,TRUE

nessa quarentena parece q todo mundo resolveu engravidar,FAKE

gente vou desabafar aqui estou com fobia social acho q foi culpa da quarentena,TRUE

existe um medicamento especifico para o tratamento ou a prevencao da COVID 19,FAKE

o consumo de alcool protege contra a COVID 19,FAKE

animais de estimacao podem transmitir a COVID 19 aos humanos,FAKE

a COVID 19 só é letal em idosos,FAKE

so pessoas sintomaticas transmitem a COVID 19,FAKE

boldo melhora os sintomas do coronavirus,FAKE

tomar cha de alho ou comer alho cru cura o novo coronavirus,FAKE

tomar suco de limao previne contra o coronavirus,FAKE

colocar roupas ou mascaras sob o sol por duas horas elimina o coronavirus,FAKE

o coronavirus e uma bacteria feita em laboratorio,FAKE


A impressão que eu tenho é que as denúncias só funcionam através das redes sociais. A polícia acabou com a festa de… https://t.co/b3XycROUVS, TRUE

#COVID19:try Favipiravir (Avigan) #Corona_Blase #COVID_19 #COVID19 #COVID__19 #Corona @BAEKaktuell @aerztezeitung… https://t.co/AYlftNQ0cd, FAKE

A pessoa faz aglomeração de #Halloween2020 e ainda posta coisa. Como consegue? Pede também para entrar no clima. Ma… https://t.co/nd9WMnq4BR, FAKE

#Covid-19 — Brasil se aproxima de 160 mil mortes por coronavírus https://t.co/LBnw9nOO5I #G1, TRUE

"#covid #covid19 #covi19br #coronavirus #coronabr
Máscara é p/proteger do contágio por aerossóis da fala. Mas o idea… https://t.co/5JCeQGNC5s", TRUE

"@TerritrioNeutr1 @A_outra_Gisela Quem quiser usar tinder que use para pintar paredes  que para além de sífilis  gon… https://t.co/UlnIiS4ELR", FAKE

"Produção de ""The Batman"" seguirá em meio a novo lockdown na Inglaterra
#coronavirus #covid #borisjohnson #batman… https://t.co/gWuqFY5Szg", FAKE

"#BoletimCoronavirusBrasil: Segundo dados divulgados pelo Ministério da Saúde neste sábado (31)  402.823 pacientes e… https://t.co/y7mWvSLcL7", TRUE

"Percentual  que é de 30% em alguns países  chega a 80% no Brasil. #Covid #Brasil  https://t.co/0M2YJGKOrl", TRUE

Estudo divulgado pela Secretaria de Saúde do Estado (SESA) aponta os níveis de contaminação do vírus aqui no Estado… https://t.co/TUeYJlXubG, TRUE

Estudo divulgado pela Secretaria de Saúde do Estado (SESA) aponta os níveis de contaminação do vírus aqui no Estado… https://t.co/uYEaCdd50F, TRUE

"Atualização #COVID19 #Brasil
Atualização: 31/10/2020 23:46:58 UTC
Casos: 5.535.605
Casos hoje: 16.077
Mortes: 159.… https://t.co/wHpZ5k6dQr", TRUE

"Atualização #COVID19 Mundo
Atualização: 31/10/2020 23:46:58 UTC
Casos: 46.360.111
Casos hoje: 467.839
Mortes: 1.19… https://t.co/fZqw01KhTB", TRUE

Restaurantes só podem ter seis pessoas por mesa a partir de quarta-feira https://t.co/RNzt8vfU5b #Covid-19 #Política #Restaurantes, TRUE

Linha SNS24 passa a emitir declaração para justificar faltas ao trabalho https://t.co/YoY850autG #Covid-19 #Saúde #SNS24, FAKE

"A Taxa de Letalidade está em 2 6%. Altíssima! #Covid #Sergipe  https://t.co/81oOSCwBpk", TRUE

Presidente da República recebe primeiro-ministro e partidos na segunda-feira https://t.co/r03zSxsvjt #Covid-19 #Política, FAKE

Costa defende que “seria grande falta de respeito” regresso ao ensino à dist https://t.co/R2zzQ5DP63 #AntónioCosta #Covid-19 #EstudoEmCasa, TRUE

#Covid-19 — Brasil se aproxima de 160 mil mortes por coronavírus https://t.co/5pPyAg2eQq #G1 https://t.co/BFqBJLfc8t, TRUE

"Anunciadas novas medidas de combate à pandemia
#coronavirus #quarantine #corona #virus #pandemic @anoticiaPT 
https://t.co/hO1abDzMmN", TRUE

"Oficialmente  ainda não existe caso de tripla infecção no Brasil. #Covid  #Sergipe https://t.co/44bYHVYpoq", TRUE

Pontos essenciais do precisa de saber: Prolongada situação de calamidade em todo o p https://t.co/uXTolwL1m6 #Covid-19 #EmDestaque #Política, TRUE

"#Covid ou não  é halloween...e portanto boa noite das bruxas https://t.co/MoZIL2ZQBG", FAKE

Costa avisa que novembro vai ser “muito duro e muito exigente” https://t.co/xSoUm3tKF1 #AntónioCosta #Covid-19 #Política, FAKE

Infectados: número foi de mais de mil no período de 21 a 27 de outubro. #Covid #Sergipe https://t.co/kpgEb85hwG, TRUE

Tradicional museu do #Iraque reabre em meio a flexibilização das restrições de #COVID-19 https://t.co/8LccbodqVx https://t.co/HMP3g5IAKq, TRUE

O engraçado é ver celebridade batendo palma para Lockdown e adestramento em massa sem enxergar que eles estão sendo… https://t.co/Zsvv7JZVBJ, FAKE

"🙏Convidamos você a fazer  da sua forma  1 minuto de silêncio às 20h (BR) em homenagem a todos os irmãos e irmãs q n… https://t.co/24s8P7TDW1"

Presidente da Câmara de Fafe diz que as medidas “são bem-vindas” https://t.co/654RiOLhsx #CIMDoAve #Covid-19 #Fafe, FAKE

"🔴OS EFEITOS DA  2º ONDA! - A VOLTA DO #LOCKDOWN? https://t.co/8LpKqlfAuG via @YouTube 
#aovivo #pandemia #covid", FAKE

Autarca de Paredes de Coura quer evitar medidas “mais drásticas e dramáticas” https://t.co/cFnF25QdE2 #Covid-19 #ParedesDeCoura #Política, FAKE

Autarca de Cerveira aceita medidas para tentar “um Natal mais tranquilo” https://t.co/NKINxOKh0l #Cerveira #Covid-19 #Política, FAKE

Autarca de Caminha diz que novas medidas fazem “todo o sentido” https://t.co/yC7NakHBBA #Covid-19 #MiguelAlves #Política, FAKE

"O pior sintoma do #Covid  tá sendo a dor de cabeça incesante. Desde quarta-feira ela não passa! Mesmo assim  sou tã… https://t.co/EV8dxGeo3D", TRUE

Ricardo Rio defende que as restrições deveriam ser para todo o país https://t.co/3uTJg5aE3N #Braga #Covid-19 #Política, TRUE
covid mata,TRUE

ja pode sair de casa,FAKE

ja pode abracar,FAKE

so pode sair de mascara,TRUE

pode sair sem mascara,FAKE

pode abracar normalmente,FAKE

pode beijar normalmente,FAKE

vacina já está pronta,FAKE

so as que paga de cientista politica furando quarentena,FAKE

ainda to de quarentena,TRUE

a taxa de suicidio nao subiu nessa quarentena,TRUE

racao de carvao vegetal ou confeccao de tapioca,TRUE

sete meses de quarentena e nao lhe faltou nada voce e grato a deus,TRUE

paises da Europa voltando o lockdown enquanto todo mundo acha que quarentena ja saiu de moda,TRUE

saude mental e autocuidado para nao surtar na quarentena dicas muito importantes videos curiosidades saude,TRUE

nessa quarentena parece q todo mundo resolveu engravidar,FAKE

gente vou desabafar aqui estou com fobia social acho q foi culpa da quarentena,TRUE

existe um medicamento especifico para o tratamento ou a prevencao da COVID 19,FAKE

o consumo de alcool protege contra a COVID 19,FAKE

animais de estimacao podem transmitir a COVID 19 aos humanos,FAKE

a COVID 19 só é letal em idosos,FAKE

so pessoas sintomaticas transmitem a COVID 19,FAKE

boldo melhora os sintomas do coronavirus,FAKE

tomar cha de alho ou comer alho cru cura o novo coronavirus,FAKE

tomar suco de limao previne contra o coronavirus,FAKE

colocar roupas ou mascaras sob o sol por duas horas elimina o coronavirus,FAKE

o coronavirus e uma bacteria feita em laboratorio,FAKE

Autarca de Paredes de Coura quer evitar medidas “mais drásticas e dramáticas” https://t.co/cFnF25QdE2 #Covid-19 #ParedesDeCoura #Política, FAKE

Autarca de Cerveira aceita medidas para tentar “um Natal mais tranquilo” https://t.co/NKINxOKh0l #Cerveira #Covid-19 #Política, FAKE

Autarca de Caminha diz que novas medidas fazem “todo o sentido” https://t.co/yC7NakHBBA #Covid-19 #MiguelAlves #Política, FAKE

"O pior sintoma do #Covid  tá sendo a dor de cabeça incesante. Desde quarta-feira ela não passa! Mesmo assim  sou tã… https://t.co/EV8dxGeo3D", TRUE

Ricardo Rio defende que as restrições deveriam ser para todo o país https://t.co/3uTJg5aE3N #Braga #Covid-19 #Política, TRUE
covid mata,TRUE


Concelho de Braga ultrapassa os 3.000 infetados com 101 novos casos em 24 horas https://t.co/J4TMe6X7nm #Covid 19 #EmDestaque #Saúde,TRUE

"@InPressOficina @MiguelNicolelis A cidade de SP que não chegou a ter um ""lockdown""  primeiro viu os casos acelera… https://t.co/Iq9JzVtB21",TRUE

@TaschnerNatalia @emeryfs @MarceloNLeite @leandrotessler @Lobo_Lele @mellziland @bollemdb @dogarrett @binerighetti… https://t.co/peqS8Mzccw,Fake

"Maia sugere restrições para quem não se vacinar contra coronavírus Presidente da Câmara também falou de pautas da á… https://t.co/57r4hcF4AM",TRUE

@TaschnerNatalia @parolin_ricardo @otavio_ranzani @mellziland @amoebozoa @MBittencourtMD @Virology_FAMERP A cidade… https://t.co/AABYtZzGDd,Fake

@TaschnerNatalia @leosbastos @Lobo_Lele @marivarella @ffdemarco @emeryfs @flavirginio @hfernandesbio… https://t.co/7HSGmhTdgE,Fake

"Fiocruz prevê vacinação até março do ano que vem Vacina contra a Covid 19 é parceria com Oxford e AstraZeneca… https://t.co/RVGAUYoSDE",TRUE

Vereadora da Cultura da Câmara de Braga também está em isolamento https://t.co/mlrFLRNuQC #Braga #Covid 19 #EmDestaque,TRUE

"A presidente da Fundação Oswaldo Cruz Nísia Trindade  afirmou que até março a vacina de Oxford deve ser aplicada n… https://t.co/OA93HD2o7K",TRUE

"Lá vou eu para o penúltimo exame de 10 feito um cachorrinho na janela do táxi mais caro com banco de plástico pra… https://t.co/tBBK5hhMCP",Fake

"Nossas orações e boas energias aos familiares e amigos dos mais de 12 milhão de mortos pela Covid 19 no mundo dos… https://t.co/rCKsCcPNGM",TRUE

"🦠 Actualização // 02 11 2020 🦠
😷 Casos confirmados: 146847 (+2506 que no dia anterior)
💪 Casos recuperados: 83294… https://t.co/csSQmu6tSG",TRUE

"Assim eram onte as terraças #Madrid com essa atitude indolente e arrogante q costumam ter por causa de 1 suposta s… https://t.co/PQUYn2QAll",Fake

Apenas 28% das crianças praticaram algum tipo de atividade física durante a pandemia. É o que indica uma pesquisa r… https://t.co/ZsfnI6pTut,TRUE

Expectativa é começar a produção da vacina de Oxford entre janeiro e fevereiro. #Covid,True

"Finados: Para cuidar da saudade plante uma árvore 🌳,Fake
Elaine de Itueta (MG)   Bacia do Rio Doce   planta uma árvor… https://t.co/vUGCG3tAwX",Fake

"PARA #Bologna eles criaram clínicas para assistir os doentes #Covid dar primeiros sintomas Nada caro ou inviável:… https://t.co/UdDHcJ93rF",Fake

PCP mantém realização do congresso de novembro https://t.co/ZYuSK8sUxS #Covid 19 #PCP #Política,Fake

Homem de 68 anos detido por violação de confinamento em Ponte de Lima https://t.co/G9s18SNE3h #Covid 19 #GNR #PonteDeLima,TRUE

Hoje não estivemos nas ruas em respeito as 2211 famílias que perderam seus entes queridos em Sergipe. A Pandemia nã… https://t.co/Ynra2jPXfY,Fake

"Meses para se prepararem mas anda aqui tudo ó pai ó pai. Continuem a votar nestes ""só decido o que me dá votos"" #Covid #Costa #PS",Fake

Governo recua na proibição das feiras. Passam a ser as câmaras a decidir https://t.co/kQFqihCXzr #Covid 19 #EmDestaque #feiras,Fake

"Veja como a #tecnologia pode ser muito útil 🙂,Fake
#tech #science #saude #health #COVID19 #COVID #coronavirus #MIT… https://t.co/rkglYbQYdG",Fake

"Em março meu voo foi cancelado pelo #Corona dias antes a @LATAM_BRA me mandou um e mail avisando que teria uma pas… https://t.co/ggKWMEgjfA",Fake

⚠️ INFORMAÇÃO ⚠️ confira o boletim epidemiológico de Varginha publicado pela prefeitura   02/11. #itatiaiasulmg… https://t.co/Pga7OkQnwr,Fake

Apreendidos artigos pirotécnicos a adepto do Vitória SC https://t.co/9rEcLUFYiH #Covid 19 #Futebol #Guimarães,Fake

"A diretora geral da Saúde Graça Freitas disse hoje que é preciso reduzir contactos mas sem deixar de viver trab… https://t.co/kj1T6JZIIn",TRUE

#Río de Janeiro suspende #Carnaval 2021 por #Covid 19,TRUE

"“Temos de continuar a viver mas diminuir o número de contactos” https://t.co/dY2UFecGSQ #Covid 19 #EmDestaque #GraçaFreitas",Fake

DGS considera escolas “locais relativamente seguros” e descarta novas regras https://t.co/iMZfmeUfqH #Covid 19 #Educação #GraçaFreitas,Fake

CDS disponível para votar a favor de estado de emergência “minimalista” https://t.co/nnPz4Q8Zuo #Covid 19 #Política,TRUE

"Esperar conscientização das pessoas no Brasil é perda de tempo. Tem que ter lei e muita fiscalização. Posteriormen… https://t.co/gRU34ZoXOi",Fake

"Dados oficiais da situação epidemiológica da #COVID 19 em #Moçambique relativos ao dia de hoje 02 de Novembro. https://t.co/WKs6ucDPJi",Fake

Salve vidas! Não se exponha nem coloque outras pessoas em situação de risco de contaminação pelo coronavírus,TRUE

Guimarães aumenta para 60 número de camas na estrutura de retaguarda https://t.co/hS4kzDS7kJ #Covid 19 #Guimarães,Fake

"@GovSC  @scflorianopolis : Hoje aumentou em 62% os casos de COVID 19 em relação há 14 dias atrás. Por coincidência… https://t.co/g7HfDLGImK",TRUE

"Casamento não é fácil. Casamento na quarentena menos ainda... Mas seguimos... #casamento #relacionamento #casal… https://t.co/go9XTuzYXG",Fake

📺 Por causa da pandemia da #Covid 19 a celebração de Dia de #Finados teve restrições em todo o país. Algumas cidade… https://t.co/jTn5xhoiHH,TRUE

@GovSC  @scflorianopolis : UTIs dos hospitais lotadas e muitas pessoas estão morrendo em SC. Nem governadora e nem… https://t.co/pKHcsDVl3i,TRUE

Criada página nas redes sociais para ajudar feirantes de Viana do Castelo https://t.co/hW3dglVlAZ #Covid 19 #feiras #VianaDoCastelo,Fake

"📝 @G_Caballero_M: “Apoiaremos as medidas da Xunta fronte á #covid pero Feijóo ten que deixar de pegarse a Ayuso”… https://t.co/OvNwDTKx7m",Fake

"@GovSC  @scflorianopolis :Governo de SC e prefeito de Florianópolis liberaram protocolos/leis/etc mas não tem fisc… https://t.co/HZurj0CQX2",TRUE

Caminha cancela eventos até fevereiro de 2021 https://t.co/SZmiBfplv4 #Caminha #Covid 19 #EmDestaque,TRUE

"Mooi reportage: #NPORadio1  #valente  @esme_wiegman 
#daklozen #dakloze #dakloosheid #dakloos #Corona 
https://t.co/huJUbDj6Kp",Fake

"Palermo 2 nov.  #Circo #CircoDarixMartini #CircoMirandaOrfei #circoorfei #circus #cirque #coronavirus #covid… https://t.co/wTl95sVOLu",Fake

"Atualização #COVID19 #Brasil
Atualização: 02/11/2020 15:47:20 UTC
Casos: 5.545.705
Casos hoje: 0
Mortes: 160.104
M… https://t.co/1XjNtbbQfu",TRUE

"Atualização #COVID19 Mundo
Atualização: 02/11/2020 15:57:22 UTC
Casos: 46.997.146
Casos hoje: 191.978
Mortes: 1.20… https://t.co/qyJK0obzQe",TRUE

"Dr @OsmarTerra  a voz que o Brasil deveria ter ouvido.
#COVID19  #COVID  #coronavirus https://t.co/l6AwVzUKTE",Fake

António Costa pediu declaração do Estado de Emergência https://t.co/eoSVQU8wxv #AntónioCosta #covid 19 #marcelo,TRUE

"Se o brasileiro fosse igual flamenguista quando perde e fica quietinho em casa não existia mais #Covid no Brasil 😂",TRUE

TVR Noticias   #Covid 19 Marilia SP https://t.co/o4gV9mtzOh via @YouTube,Fake

"Hoje Dia de Finados não haverá campanha nas ruas. E a melhor forma de respeitar quem se foi é trabalhar por uma… https://t.co/d0TF9iefP7",Fake

"#máscara da #Varig  confeccionada c tecido  #Oxford e o forro e #brim de algodão 
O Elástico é ajustável
$18.00 
Br… https://t.co/qu8uN97SMI",TRUE

Mangos im #corona #Test 👍,Fake

Portugal registou hoje um novo máximo de pessoas internadas com civid 19 em Unidades de Cuidados Intensivos (UCI) d…,TRUE

Portugal bate novo máximo de internados em cuidados intensivos https://t.co/np86EVPrB2 #Covid 19 #EmDestaque #Saúde,TRUE

"Covid 19: Mais 46 mortos 2.506 infetados e 1.523 recuperados no país https://t.co/ejB7wKkTfB #Covid 19 #EmDestaque #Saúde",TRUE

"Mortos por #covid a subir bastante. Era´ interessante saber se das outras doenças ao menos não se está a morrer tanto como na 1ª.vaga.",Fake

Denominador comum das medidas de confinamento pela Europa nesta temporada 2020/2021 de #covid 19: escolas e creches…,TRUE

"@GauchinhaB38 @OsmarTerra @rrodri_one Que absurdo esse vírus não sai caminhando atrás de gente saudável. 
Não se in… https://t.co/WY0q3neOJc",Fake

"Mantenha seu ambiente protegido para manter a segurança de quem você mais ama a sua família! Entre em contato pelo… https://t.co/D0sNrqLEB3",TRUE

"Vídeo novo:
CUIDADO COM O SAQUE ANIVERSÁRIO DO FGTS https://t.co/8DishyORYn via @YouTube 
#bh #minasgerais… https://t.co/VdX6jMuKiZ",Fake

Desporto alerta para crise no setor em carta aberta ao primeiro ministro https://t.co/yyv8D7UxDW #Covid 19,Fake

"@OGlobo_Rio A tendência com as praias lotadas bares lotados e à falta de empatia é piorar !!!!!!
Infelizmente aqui… https://t.co/oIu3CNLh2x",TRUE

"O marido de uma prima morreu ontem teve covid'19 a pouco tempo e supostamente tinha se curado trabalhador saudáv… https://t.co/7ry7f3IGfY",TRUE

Recusa do teletrabalho terá de passar a ser fundamentada por escrito https://t.co/DX9gpDzTne #Covid 19 #Economia,TRUE

"Coronavírus | 9 Perguntas Sobre a Pandemia e o Covid 19
Link para o vídeo no YouTube: https://t.co/BXNLIbUjgQ… https://t.co/BD9pAyBffF",Fake

"Coronavírus | 9 Perguntas Sobre a Pandemia e o Covid 19 https://t.co/lsAOLpfejB via @YouTube 
#COVID19 #COVID",Fake

"Verdes com “reservas e dúvidas” sobre necessidade de estado de emergência https://t.co/q10yIaBF6h #""OsVerdes"" #Covid 19 #Política",TRUE

Chega recusa “confinamento total” e quer Estado a pagar perdas das empresas https://t.co/aQN7IjL41S #AndréVentura #Chega #Covid ,TRUE

Iniciativa Liberal diz que é improvável apoiar estado de emergência https://t.co/gqM2KJTaYd #Covid 19 #Política,Fake

PSD apoia estado de emergência para evitar inconstitucionalidades https://t.co/gTOG5irTMG #Covid 19 #Política #PSD,TRUE

"Barretos completa duas semanas sem óbitos por Covid. Confira: https://t.co/ak2OMPvi6h,Fake
#pandemia #barretos… https://t.co/RtIil4wpMY",Fake

Costa defende que se avalie o quadro constitucional e legal no fim da pandemia https://t.co/8Wna8wYww7 #AntónioCosta #Covid 19, TRUE

Costa defende estado de emergência com menos limitações mas mais longo https://t.co/2pHaU8NsKK #AntónioCosta #Covid 19,TRUE

"😮 Wow! Nunca pensei que na vida iria ver um post destes
Link 👇
https://t.co/TIcaS4Adjn,Fake
#burgerking #mcdonalds… https://t.co/zw5Dxa9Xlx",Fake

Anthony Fauci não está jogando o jogo de Trump.#ForaTrump #SaludMundial #Covid 19 #Pandemia #EleccionesEEUU2020… https://t.co/zGwdch0TTj,Fake

"@DouglasGarcia @fernandolelesmc Cara cadê a máscara? Tô de olho em você? Vou te dar mais uma chance tá?
#covid… https://t.co/ZqWMxBwnT2",Fake

Covid 19: Centro de Rastreio Móvel da Maia reabre quinta feira https://t.co/5JaCYVSDsj #centro #covid #maia #marcação #móvel,True

"@DouglasGarcia @fernandolelesmc Cara cadê a máscara? Tô de olho em você? Vou te dar mais uma chance tá?
#covid… https://t.co/ZqWMxBwnT2",True

"➡️ As manauaras permanecem como maioria com 529% contra o eleitorado masculino que é de 471%. Dentre eles 62% j… https://t.co/UD6LHztwue", FAKE

Valença defende recolher obrigatório “imediato” entre as 23:00 e as 06:00 https://t.co/eeuKv9DsRG #Covid 19 #EmDestaque #ManuelLopes, TRUE

Bandeira a meia haste e minuto de silêncio pelas vítimas da covid 19 https://t.co/bW60r9nJiu #AntónioCosta #Covid 19 #FerroRodrigues, FAKE

"Os desafios e potenciais da #educação à distância adotada às pressas em meio à quarentena do #Covid. #Unesco estim… https://t.co/2O682u9pMg", FAKE

"Declarações mútuas de amor cada um a seu modo... #morte #morteporcovid #covid #covidbrasil #coronavirus… https://t.co/gdNsOMmLiJ", FAKE

"Vacina da gripe pode diminuir o risco de pegar covid 19 de acordo com estudo feito na Holanda. Profissionais da ár… https://t.co/U1Xmf7i9RZ", TRUE

"Homenageamos as pessoas especiais que não estão aqui entre nós principalmente as vítimas do COVID 19. 
O PDT prest… https://t.co/pWJl2GWMXQ", FAKE

"Portugal assinala hoje um dia de luto nacional em homenagem a todos os falecidos em especial às vítimas de covid 1… https://t.co/Lar32ExxIJ", TRUE

"Cerca de 150 alunos do 1.º ciclo do Colégio Rainha Santa Isabel em Coimbra estão em isolamento profilático após t… https://t.co/XX9y5zpZ2e", TRUE

Minha maior prioridade no próximo ano é fazer parceria com 🇲🇿 para garantir que ele possa aproveitar as oportunidad… https://t.co/u2gghdGNWx, FAKE

"Ainda nao acabou vamos aguentar mais um pouco continue usando mascaras enchem as vasilhas com alcool em gel.… https://t.co/qSHp7Edrr0", TRUE

